sent_id	description	ARG0	ARG1	narrative	verb	verb_lemma	frame	frame_score	sentence
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.2.	If [ARG0: a] shooter is unopposed and [have.03: has] [ARG1: trapped groups of people in an area where they can not escape] , they are free to kill every person in the room .	a	trapped groups of people in an area where they can not escape	('a', 'has', 'trapped groups of people in an area where they can not escape')	has	have	have.03	0.9314551949501038	If a shooter is unopposed and has trapped groups of people in an area where they cannot escape, they are free to kill every person in the room.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.2.	If [ARG0: a shooter] is unopposed and has [trap.01: trapped] [ARG1: groups of people] [ARG2: in an area where they can not escape] , they are free to kill every person in the room .	a shooter	groups of people	('a shooter', 'trapped', 'groups of people')	trapped	trap	trap.01	0.9999998807907104	If a shooter is unopposed and has trapped groups of people in an area where they cannot escape, they are free to kill every person in the room.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.2.	If a shooter is unopposed and has trapped groups of people in an area where they can not escape , [ARG0: they] are free to [kill.01: kill] [ARG1: every person in the room] .	they	every person in the room	('they', 'kill', 'every person in the room')	kill	kill	kill.01	0.9999998807907104	If a shooter is unopposed and has trapped groups of people in an area where they cannot escape, they are free to kill every person in the room.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.2.	[ARGM-ADV: Given that outcome] , [ARG0: an armed response , even by an untrained person] , [ARGM-MOD: can] [ARGM-ADV: only] [have.03: have] [ARG1: a positive effect] .	an armed response , even by an untrained person	a positive effect	('an armed response , even by an untrained person', 'have', 'a positive effect')	have	have	have.03	0.9999868869781494	Given that outcome, an armed response, even by an untrained person, can only have a positive effect.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.	[ARG0: This] [ARGM-MOD: would] [help.01: help] [ARG1: mitigate the issues mentioned here , without infringing on gun rights] .	This	mitigate the issues mentioned here , without infringing on gun rights	('This', 'help', 'mitigate the issues mentioned here , without infringing on gun rights')	help	help	help.01	1.0	This would help mitigate the issues mentioned here, without infringing on gun rights.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.	[ARG0: This] would help [mitigate.01: mitigate] [ARG1: the issues mentioned here] , [ARGM-MNR: without infringing on gun rights] .	This	the issues mentioned here	('This', 'mitigate', 'the issues mentioned here')	mitigate	mitigate	mitigate.01	0.999983549118042	This would help mitigate the issues mentioned here, without infringing on gun rights.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.	[ARG0: This] would help mitigate the issues mentioned here , without [infringe.01: infringing] [ARG1: on gun rights] .	This	on gun rights	('This', 'infringing', 'on gun rights')	infringing	infringe	infringe.01	0.9999921321868896	This would help mitigate the issues mentioned here, without infringing on gun rights.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.1.	[ARGM-ADV: So long as training remains optional] , [ARG0: the government] [ARGM-MOD: can] [ARGM-NEG: not] [count.03: count] [ARG1: on a well - trained populace] [ARG2: to defend themselves while mitigating risk to innocents] .	the government	on a well - trained populace	('the government', 'count', 'on a well - trained populace')	count	count	count.03	0.9999973773956299	So long as training remains optional, the government cannot count on a well-trained populace to defend themselves while mitigating risk to innocents.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.1.	So long as training remains optional , the government can not count on [ARG0: a well - trained populace] to [defend.01: defend] [ARG1: themselves] [ARGM-TMP: while mitigating risk to innocents] .	a well - trained populace	themselves	('a well - trained populace', 'defend', 'themselves')	defend	defend	defend.01	1.0	So long as training remains optional, the government cannot count on a well-trained populace to defend themselves while mitigating risk to innocents.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.1.	[ARG0: Legislators] [ARGM-MOD: can] [ARGM-NEG: not] [promote.02: promote] [ARG1: responsibile behavior] [ARGM-TMP: while permitting reckless behavior] .	Legislators	responsibile behavior	('Legislators', 'promote', 'responsibile behavior')	promote	promote	promote.02	0.9999927282333374	Legislators cannot promote responsibile behavior while permitting reckless behavior.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.1.	[ARG0: Legislators] can not promote responsibile behavior while [permit.01: permitting] [ARG1: reckless behavior] .	Legislators	reckless behavior	('Legislators', 'permitting', 'reckless behavior')	permitting	permit	permit.01	1.0	Legislators cannot promote responsibile behavior while permitting reckless behavior.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.1.1.	[ARG0: No one] is [suggest.01: suggesting] [ARG1: that we remove the police force] , however it is not the government 's job to dictate whether or not a person is allowed to defend themselves when someone attempts to kill them and/or their family .	No one	that we remove the police force	('No one', 'suggesting', 'that we remove the police force')	suggesting	suggest	suggest.01	1.0	No one is suggesting that we remove the police force, however it is not the government's job to dictate whether or not a person is allowed to defend themselves when someone attempts to kill them and/or their family.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.1.1.	No one is suggesting that [ARG0: we] [remove.01: remove] [ARG1: the police force] , however it is not the government 's job to dictate whether or not a person is allowed to defend themselves when someone attempts to kill them and/or their family .	we	the police force	('we', 'remove', 'the police force')	remove	remove	remove.01	1.0	No one is suggesting that we remove the police force, however it is not the government's job to dictate whether or not a person is allowed to defend themselves when someone attempts to kill them and/or their family.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.1.1.	No one is suggesting that we remove the police force , however it is not the government 's job to dictate whether or not [ARG0: a person] is allowed to [defend.01: defend] [ARG1: themselves] [ARGM-TMP: when someone attempts to kill them and/or their family] .	a person	themselves	('a person', 'defend', 'themselves')	defend	defend	defend.01	0.9999998807907104	No one is suggesting that we remove the police force, however it is not the government's job to dictate whether or not a person is allowed to defend themselves when someone attempts to kill them and/or their family.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.1.1.	No one is suggesting that we remove the police force , however it is not the government 's job to dictate whether or not a person is allowed to defend themselves [ARGM-TMP: when] [ARG0: someone] [attempt.01: attempts] [ARG1: to kill them and/or their family] .	someone	to kill them and/or their family	('someone', 'attempts', 'to kill them and/or their family')	attempts	attempt	attempt.01	0.9999986886978149	No one is suggesting that we remove the police force, however it is not the government's job to dictate whether or not a person is allowed to defend themselves when someone attempts to kill them and/or their family.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.1.1.	No one is suggesting that we remove the police force , however it is not the government 's job to dictate whether or not a person is allowed to defend themselves when [ARG0: someone] attempts to [kill.01: kill] [ARG1: them and/or their family] .	someone	them and/or their family	('someone', 'kill', 'them and/or their family')	kill	kill	kill.01	0.9999995231628418	No one is suggesting that we remove the police force, however it is not the government's job to dictate whether or not a person is allowed to defend themselves when someone attempts to kill them and/or their family.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.1.2.	As long as [ARG0: legislators] [attempt.01: attempt] [ARG1: to abuse the law to disarm the public] , citizens can not count on the government not to try to use any additional requirements to arbitrarily ban the right to bear arms .	legislators	to abuse the law to disarm the public	('legislators', 'attempt', 'to abuse the law to disarm the public')	attempt	attempt	attempt.01	0.9999992847442627	As long as legislators attempt to abuse the law to disarm the public, citizens cannot count on the government not to try to use any additional requirements to arbitrarily ban the right to bear arms.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.1.2.	As long as [ARG0: legislators] attempt to [abuse.02: abuse] [ARG1: the law] [ARGM-PRP: to disarm the public] , citizens can not count on the government not to try to use any additional requirements to arbitrarily ban the right to bear arms .	legislators	the law	('legislators', 'abuse', 'the law')	abuse	abuse	abuse.02	0.9653909206390381	As long as legislators attempt to abuse the law to disarm the public, citizens cannot count on the government not to try to use any additional requirements to arbitrarily ban the right to bear arms.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.1.2.	As long as [ARG0: legislators] attempt to abuse the law to [disarm.01: disarm] [ARG1: the public] , citizens can not count on the government not to try to use any additional requirements to arbitrarily ban the right to bear arms .	legislators	the public	('legislators', 'disarm', 'the public')	disarm	disarm	disarm.01	0.9999995231628418	As long as legislators attempt to abuse the law to disarm the public, citizens cannot count on the government not to try to use any additional requirements to arbitrarily ban the right to bear arms.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.1.2.	[ARGM-TMP: As long as legislators attempt to abuse the law to disarm the public] , [ARG0: citizens] [ARGM-MOD: can] [ARGM-NEG: not] [count.03: count] [ARG1: on the government] [ARG2: not to try to use any additional requirements to arbitrarily ban the right to bear arms] .	citizens	on the government	('citizens', 'count', 'on the government')	count	count	count.03	0.999996542930603	As long as legislators attempt to abuse the law to disarm the public, citizens cannot count on the government not to try to use any additional requirements to arbitrarily ban the right to bear arms.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.1.2.	As long as legislators attempt to abuse the law to disarm the public , citizens can not count on [ARG0: the government] [ARGM-NEG: not] to [try.01: try] [ARG1: to use any additional requirements to arbitrarily ban the right to bear arms] .	the government	to use any additional requirements to arbitrarily ban the right to bear arms	('the government', 'try', 'to use any additional requirements to arbitrarily ban the right to bear arms')	try	try	try.01	1.0	As long as legislators attempt to abuse the law to disarm the public, citizens cannot count on the government not to try to use any additional requirements to arbitrarily ban the right to bear arms.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.1.2.	As long as legislators attempt to abuse the law to disarm the public , citizens can not count on [ARG0: the government] not to try to [use.01: use] [ARG1: any additional requirements] [ARG2: to arbitrarily ban the right to bear arms] .	the government	any additional requirements	('the government', 'use', 'any additional requirements')	use	use	use.01	1.0	As long as legislators attempt to abuse the law to disarm the public, citizens cannot count on the government not to try to use any additional requirements to arbitrarily ban the right to bear arms.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.1.2.	\(Current example : New York City , which includes requirements [ARG0: which] , even when met , are arbitrarily used to [deny.01: deny] [ARG1: applications] [ARGM-TMP: when citizens attempt to obtain a carry permit] , [ARGM-ADV: resulting in a de facto ban on gun possession\] )	which	applications	('which', 'deny', 'applications')	deny	deny	deny.01	0.9999998807907104	\(Current example:  New York City, which includes requirements which, even when met, are arbitrarily used to deny applications when citizens attempt to obtain a carry permit, resulting in a de facto ban on gun possession\)
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.1.2.	\(Current example : New York City , which includes requirements which , even when met , are arbitrarily used to deny applications [ARGM-TMP: when] [ARG0: citizens] [attempt.01: attempt] [ARG1: to obtain a carry permit] , [ARGM-ADV: resulting in a de facto ban on gun possession\] )	citizens	to obtain a carry permit	('citizens', 'attempt', 'to obtain a carry permit')	attempt	attempt	attempt.01	0.9999997615814209	\(Current example:  New York City, which includes requirements which, even when met, are arbitrarily used to deny applications when citizens attempt to obtain a carry permit, resulting in a de facto ban on gun possession\)
1.3.7.2.4.3.1.1.1.1.1.1.1.1.1.4.1.3.1.2.	\(Current example : New York City , which includes requirements which , even when met , are arbitrarily used to deny applications when [ARG0: citizens] attempt to [obtain.01: obtain] [ARG1: a carry permit] , resulting in a de facto ban on gun possession\ )	citizens	a carry permit	('citizens', 'obtain', 'a carry permit')	obtain	obtain	obtain.01	0.9999998807907104	\(Current example:  New York City, which includes requirements which, even when met, are arbitrarily used to deny applications when citizens attempt to obtain a carry permit, resulting in a de facto ban on gun possession\)
1.3.7.2.4.3.1.1.1.1.1.1.1.1.2.	[ARG0: The criticism of police officer training] does [ARGM-NEG: not] [support.01: support] [ARG1: putting firearms in the hands of untrained civilians] .	The criticism of police officer training	putting firearms in the hands of untrained civilians	('The criticism of police officer training', 'support', 'putting firearms in the hands of untrained civilians')	support	support	support.01	1.0	The criticism of police officer training does not support putting firearms in the hands of untrained civilians.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.2.	[ARG0: People , officers and civilians alike] , [R-ARG0: who] [want.01: want] [ARG1: to stop a mass shooting or other kind of crisis with a firearm] , should be subject to more training in that area , not less .	People , officers and civilians alike	to stop a mass shooting or other kind of crisis with a firearm	('People , officers and civilians alike', 'want', 'to stop a mass shooting or other kind of crisis with a firearm')	want	want	want.01	1.0	People, officers and civilians alike, who want to stop a mass shooting or other kind of crisis with a firearm, should be subject to more training in that area, not less.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.2.	People , officers and civilians alike , [ARG0: who] want to [stop.01: stop] [ARG1: a mass shooting or other kind of crisis] [ARG2: with a firearm] , should be subject to more training in that area , not less .	who	a mass shooting or other kind of crisis	('who', 'stop', 'a mass shooting or other kind of crisis')	stop	stop	stop.01	0.9999998807907104	People, officers and civilians alike, who want to stop a mass shooting or other kind of crisis with a firearm, should be subject to more training in that area, not less.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.2.1.	If [ARG0: you] [accept.01: accept] [ARG1: that the current level of qualifications is acceptable for officers] , then you can not change the threshold for civilians	you	that the current level of qualifications is acceptable for officers	('you', 'accept', 'that the current level of qualifications is acceptable for officers')	accept	accept	accept.01	1.0	If you accept that the current level of qualifications is acceptable for officers, then you cannot change the threshold for civilians
1.3.7.2.4.3.1.1.1.1.1.1.1.1.2.1.	[ARGM-ADV: If you accept that the current level of qualifications is acceptable for officers] , [ARGM-ADV: then] [ARG0: you] [ARGM-MOD: can] [ARGM-NEG: not] [change.01: change] [ARG1: the threshold for civilians]	you	the threshold for civilians	('you', 'change', 'the threshold for civilians')	change	change	change.01	0.9999996423721313	If you accept that the current level of qualifications is acceptable for officers, then you cannot change the threshold for civilians
1.3.7.2.4.3.1.1.1.1.1.1.1.1.2.1.1.	My claim is that [ARG0: the minimum training requirement for officers] [make.02: makes] [ARG1: them more qualified to carry a firearm than the least - trained firearm - carrying civilians] .	the minimum training requirement for officers	them more qualified to carry a firearm than the least - trained firearm - carrying civilians	('the minimum training requirement for officers', 'makes', 'them more qualified to carry a firearm than the least - trained firearm - carrying civilians')	makes	make	make.02	0.9999986886978149	My claim is that the minimum training requirement for officers makes them more qualified to carry a firearm than the least-trained firearm-carrying civilians.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.2.1.1.	My claim is that the minimum training requirement for officers makes [ARG0: them] more qualified to [carry.01: carry] [ARG1: a firearm] than the least - trained firearm - carrying civilians .	them	a firearm	('them', 'carry', 'a firearm')	carry	carry	carry.01	0.9999994039535522	My claim is that the minimum training requirement for officers makes them more qualified to carry a firearm than the least-trained firearm-carrying civilians.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.2.1.1.1.	The fact that [ARG0: the worst police officer] has [have.03: had] [ARG1: more training] and is probably more qualified than the worst trained citizen has has no bearing on the origin claim of this branch however .	the worst police officer	more training	('the worst police officer', 'had', 'more training')	had	have	have.03	1.0	The fact that the worst police officer has had more training and is probably more qualified than the worst trained citizen has has no bearing on the origin claim of this branch however.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.2.1.1.1.	[ARG0: The fact that the worst police officer has had more training and is probably more qualified than the worst trained citizen] has [have.03: has] [ARG1: no bearing on the origin claim of this branch] [ARGM-ADV: however] .	The fact that the worst police officer has had more training and is probably more qualified than the worst trained citizen	no bearing on the origin claim of this branch	('The fact that the worst police officer has had more training and is probably more qualified than the worst trained citizen', 'has', 'no bearing on the origin claim of this branch')	has	have	have.03	1.0	The fact that the worst police officer has had more training and is probably more qualified than the worst trained citizen has has no bearing on the origin claim of this branch however.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.2.1.1.1.	There are many groups that are more qualified than others for any scenario , but the upper level claim was that [ARG0: citizens] should not be allowed to [carry.01: carry] [ARG1: weapons] and defend themselves in an emergency [ARGM-TMP: while waiting for police to arrive] .	citizens	weapons	('citizens', 'carry', 'weapons')	carry	carry	carry.01	0.9999998807907104	There are many groups that are more qualified than others for any scenario, but the upper level claim was that citizens should not be allowed to carry weapons and defend themselves in an emergency while waiting for police to arrive.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.2.1.1.1.	There are many groups that are more qualified than others for any scenario , but the upper level claim was that [ARG0: citizens] should not be allowed to carry weapons and [defend.01: defend] [ARG1: themselves] [ARGM-TMP: in an emergency] [ARGM-TMP: while waiting for police to arrive] .	citizens	themselves	('citizens', 'defend', 'themselves')	defend	defend	defend.01	0.9999995231628418	There are many groups that are more qualified than others for any scenario, but the upper level claim was that citizens should not be allowed to carry weapons and defend themselves in an emergency while waiting for police to arrive.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.2.1.1.1.1.	The problem with [ARG0: untrained citizens] [arm.01: arming] [ARG1: themselves] is not that they will be less helpful .	untrained citizens	themselves	('untrained citizens', 'arming', 'themselves')	arming	arm	arm.01	0.9999918937683105	The problem with untrained citizens arming themselves is not that they will be less helpful.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.2.1.1.1.1.	It is that [ARG0: they] [ARGM-MOD: will] be more harmful and [ARGM-ADV: potentially] [create.01: create] or exacerbate [ARG1: problems] .	they	problems	('they', 'create', 'problems')	create	create	create.01	1.0	It is that they will be more harmful and potentially create or exacerbate problems.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.2.1.1.1.1.	It is that [ARG0: they] [ARGM-MOD: will] be more harmful and [ARGM-ADV: potentially] create or [exacerbate.01: exacerbate] [ARG1: problems] .	they	problems	('they', 'exacerbate', 'problems')	exacerbate	exacerbate	exacerbate.01	0.9999778270721436	It is that they will be more harmful and potentially create or exacerbate problems.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.2.1.1.1.1.1.	[ARGM-LOC: In the Colorado Springs \(Planned Parenthood\ ) and Las Vegas shootings] , [ARG0: armed individuals] , [ARGM-ADV: if they were to fire upon the perceived shooter] , [ARGM-MOD: would] have [draw.02: drawn] [ARG1: the fire of other defenders] and potentially fired upon innocent persons in the area .	armed individuals	the fire of other defenders	('armed individuals', 'drawn', 'the fire of other defenders')	drawn	draw	draw.02	0.6380491256713867	In the Colorado Springs \(Planned Parenthood\) and Las Vegas shootings, armed individuals, if they were to fire upon the perceived shooter, would have drawn the fire of other defenders and potentially fired upon innocent persons in the area.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.2.1.1.1.1.2.	[ARG0: George Zimmerman] [confront.01: confronted] and fatally shot [ARG1: Trayvon Martin] against police instructions [ARGM-CAU: because he perceived him as a threat] .	George Zimmerman	Trayvon Martin	('George Zimmerman', 'confronted', 'Trayvon Martin')	confronted	confront	confront.01	1.0	George Zimmerman confronted and fatally shot Trayvon Martin against police instructions because he perceived him as a threat.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.2.1.1.1.1.2.	[ARG0: George Zimmerman] confronted and [ARGM-MNR: fatally] [shoot.02: shot] [ARG1: Trayvon Martin] [ARGM-ADV: against police instructions] [ARGM-CAU: because he perceived him as a threat] .	George Zimmerman	Trayvon Martin	('George Zimmerman', 'shot', 'Trayvon Martin')	shot	shoot	shoot.02	0.9999879598617554	George Zimmerman confronted and fatally shot Trayvon Martin against police instructions because he perceived him as a threat.
1.3.7.2.4.3.1.1.1.1.1.1.1.1.2.1.1.1.1.2.	George Zimmerman confronted and fatally shot Trayvon Martin against police instructions because [ARG0: he] [perceive.01: perceived] [ARG1: him] [ARG2: as a threat] .	he	him	('he', 'perceived', 'him')	perceived	perceive	perceive.01	0.9999645948410034	George Zimmerman confronted and fatally shot Trayvon Martin against police instructions because he perceived him as a threat.
1.3.7.2.4.3.1.1.1.1.1.1.1.2.	Given that for most civilians , firearms training is expensive and optional , it can not be assumed that the average [ARG1: gun] - [own.01: owning] [ARG0: civilian] is as well - trained as the average police officer , for whom at least firearm competency is mandatory .	civilian	gun	('civilian', 'owning', 'gun')	owning	own	own.01	0.9999986886978149	Given that for most civilians, firearms training is expensive and optional, it cannot be assumed that the average gun-owning civilian is as well-trained as the average police officer, for whom at least firearm competency is mandatory.
1.3.7.2.4.3.1.1.1.1.1.1.1.2.1.1.1.	[ARG0: They] [choose.01: choose] [ARG1: not to] [ARGM-CAU: because they are not interested] .	They	not to	('They', 'choose', 'not to')	choose	choose	choose.01	1.0	They choose not to because they are not interested.
1.3.7.2.4.3.1.1.1.1.1.1.1.2.1.1.1.	Though [ARG0: I] [suppose.01: suppose] [ARG1: programs that offer free / cheap ammunition might encourage more civilians to train] \(many police already have some level of free ammunition for training\ )	I	programs that offer free / cheap ammunition might encourage more civilians to train	('I', 'suppose', 'programs that offer free / cheap ammunition might encourage more civilians to train')	suppose	suppose	suppose.01	0.9999865293502808	Though I suppose programs that offer free/cheap ammunition might encourage more civilians to train \(many police already have some level of free ammunition for training\)
1.3.7.2.4.3.1.1.1.1.1.1.1.2.1.1.1.	Though I suppose [ARG0: programs] [R-ARG0: that] [offer.01: offer] [ARG1: free / cheap ammunition] might encourage more civilians to train \(many police already have some level of free ammunition for training\ )	programs	free / cheap ammunition	('programs', 'offer', 'free / cheap ammunition')	offer	offer	offer.01	1.0	Though I suppose programs that offer free/cheap ammunition might encourage more civilians to train \(many police already have some level of free ammunition for training\)
1.3.7.2.4.3.1.1.1.1.1.1.1.2.1.1.1.	Though I suppose [ARG0: programs that offer free / cheap ammunition] [do.01: might] [ARG1: encourage more civilians to train] \(many police already have some level of free ammunition for training\ )	programs that offer free / cheap ammunition	encourage more civilians to train	('programs that offer free / cheap ammunition', 'might', 'encourage more civilians to train')	might	may	do.01	0.09579074382781982	Though I suppose programs that offer free/cheap ammunition might encourage more civilians to train \(many police already have some level of free ammunition for training\)
1.3.7.2.4.3.1.1.1.1.1.1.1.2.1.1.1.	Though I suppose [ARG0: programs that offer free / cheap ammunition] [ARGM-MOD: might] [encourage.01: encourage] [ARG1: more civilians] [ARG2: to train] \(many police already have some level of free ammunition for training\ )	programs that offer free / cheap ammunition	more civilians	('programs that offer free / cheap ammunition', 'encourage', 'more civilians')	encourage	encourage	encourage.01	0.999991774559021	Though I suppose programs that offer free/cheap ammunition might encourage more civilians to train \(many police already have some level of free ammunition for training\)
1.3.7.2.4.3.1.1.1.1.1.1.1.2.2.	[ARG0: Civilians] [R-ARG0: who] [have.03: have] [ARG1: a carry license] are required to demonstrate proficiency with the weapons they are licensed to carry .	Civilians	a carry license	('Civilians', 'have', 'a carry license')	have	have	have.03	1.0	Civilians who have a carry license are required to demonstrate proficiency with the weapons they are licensed to carry.
1.3.7.2.4.3.1.1.1.1.1.1.1.2.2.	[ARG0: Civilians who have a carry license] are required to [demonstrate.01: demonstrate] [ARG1: proficiency with the weapons they are licensed to carry] .	Civilians who have a carry license	proficiency with the weapons they are licensed to carry	('Civilians who have a carry license', 'demonstrate', 'proficiency with the weapons they are licensed to carry')	demonstrate	demonstrate	demonstrate.01	0.9999988079071045	Civilians who have a carry license are required to demonstrate proficiency with the weapons they are licensed to carry.
1.3.7.2.4.3.1.1.1.1.1.1.1.2.2.	Civilians who have a carry license are required to demonstrate proficiency with [ARG1: the weapons] [ARG0: they] are licensed to [carry.01: carry] .	they	the weapons	('they', 'carry', 'the weapons')	carry	carry	carry.01	0.9999998807907104	Civilians who have a carry license are required to demonstrate proficiency with the weapons they are licensed to carry.
1.3.7.2.4.3.1.1.1.1.1.1.2.	[ARG0: Legislators] [ARGM-MOD: can] [ARGM-NEG: not] [assume.02: assume] [ARG1: that all civilians will sufficiently train themselves to responsibly handle a firearm , much less quell a crisis situation] .	Legislators	that all civilians will sufficiently train themselves to responsibly handle a firearm , much less quell a crisis situation	('Legislators', 'assume', 'that all civilians will sufficiently train themselves to responsibly handle a firearm , much less quell a crisis situation')	assume	assume	assume.02	0.9999992847442627	Legislators cannot assume that all civilians will sufficiently train themselves to responsibly handle a firearm, much less quell a crisis situation.
1.3.7.2.4.3.1.1.1.1.1.1.2.	Legislators can not assume that [ARG0: all civilians] [ARGM-MOD: will] [ARGM-MNR: sufficiently] [train.01: train] [ARG2: themselves] [ARG1: to responsibly handle a firearm] , much less quell a crisis situation .	all civilians	to responsibly handle a firearm	('all civilians', 'train', 'to responsibly handle a firearm')	train	train	train.01	0.9999991655349731	Legislators cannot assume that all civilians will sufficiently train themselves to responsibly handle a firearm, much less quell a crisis situation.
1.3.7.2.4.3.1.1.1.1.1.1.2.	Legislators can not assume that all civilians will sufficiently train [ARG0: themselves] to [ARGM-MNR: responsibly] [handle.01: handle] [ARG1: a firearm] , much less quell a crisis situation .	themselves	a firearm	('themselves', 'handle', 'a firearm')	handle	handle	handle.01	0.999997615814209	Legislators cannot assume that all civilians will sufficiently train themselves to responsibly handle a firearm, much less quell a crisis situation.
1.3.7.2.4.3.1.1.1.1.1.1.2.	[ARG0: Legislators] [ARGM-MOD: can] [act.02: act] [ARG1: to improve police training and response times] or \(debatably\ ) require citizens to be trained before having and using firearms .	Legislators	to improve police training and response times	('Legislators', 'act', 'to improve police training and response times')	act	act	act.02	0.999998927116394	Legislators can act to improve police training and response times or \(debatably\) require citizens to be trained before having and using firearms.
1.3.7.2.4.3.1.1.1.1.1.1.2.	[ARG0: Legislators] can act to [improve.01: improve] [ARG1: police training and response times] or \(debatably\ ) require citizens to be trained before having and using firearms .	Legislators	police training and response times	('Legislators', 'improve', 'police training and response times')	improve	improve	improve.01	0.9999998807907104	Legislators can act to improve police training and response times or \(debatably\) require citizens to be trained before having and using firearms.
1.3.7.2.4.3.1.1.1.1.1.1.2.	[ARG0: Legislators] [ARGM-MOD: can] act to improve police training and response times or \(debatably\ ) [require.01: require] [ARG2: citizens] [ARG1: to be trained before having and using firearms] .	Legislators	to be trained before having and using firearms	('Legislators', 'require', 'to be trained before having and using firearms')	require	require	require.01	1.0	Legislators can act to improve police training and response times or \(debatably\) require citizens to be trained before having and using firearms.
1.3.7.2.4.3.1.1.1.1.1.1.2.	Legislators can act to improve police training and response times or \(debatably\ ) require [ARG0: citizens] to be trained before having and [use.01: using] [ARG1: firearms] .	citizens	firearms	('citizens', 'using', 'firearms')	using	use	use.01	1.0	Legislators can act to improve police training and response times or \(debatably\) require citizens to be trained before having and using firearms.
1.3.7.2.4.3.1.1.1.1.1.1.2.1.	[ARG0: No amount of training] [ARGM-MOD: will] [allow.01: allow] [ARG1: police officers to teleport to the scene of an active shooter situation as soon as it happens] .	No amount of training	police officers to teleport to the scene of an active shooter situation as soon as it happens	('No amount of training', 'allow', 'police officers to teleport to the scene of an active shooter situation as soon as it happens')	allow	allow	allow.01	0.999996542930603	No amount of training will allow police officers to teleport to the scene of an active shooter situation as soon as it happens.
1.3.7.2.4.3.1.1.1.1.1.1.2.1.	[ARGM-DIS: Therefore] [ARG0: armed citizens who are already present] [ARGM-MOD: will] [ARGM-TMP: always] [have.03: have] [ARG1: a better chance of stopping a mass shooting before it progresses] .	armed citizens who are already present	a better chance of stopping a mass shooting before it progresses	('armed citizens who are already present', 'have', 'a better chance of stopping a mass shooting before it progresses')	have	have	have.03	1.0	Therefore armed citizens who are already present will always have a better chance of stopping a mass shooting before it progresses.
1.3.7.2.4.3.1.1.1.1.1.1.2.1.1.	[ARGM-DIS: Yes] , [ARG0: armed citizens] [ARGM-MOD: can] [pull.01: pull] [ARG1: their guns] [ARG2: out] and fire at the perceived shooter ... and then possibly at each other , [ARGM-CAU: because they did n't see the shooter\(s\ ) but they see another plain - clothed person with a gun and make a snap decision] .	armed citizens	their guns	('armed citizens', 'pull', 'their guns')	pull	pull	pull.01	0.9998730421066284	Yes, armed citizens can pull their guns out and fire at the perceived shooter ... and then possibly at each other, because they didn't see the shooter\(s\) but they see another plain-clothed person with a gun and make a snap decision.
1.3.7.2.4.3.1.1.1.1.1.1.2.1.1.	Yes , armed citizens can pull their guns out and fire at the perceived shooter ... and then possibly at each other , because [ARG0: they] did [ARGM-NEG: n't] [see.01: see] [ARG1: the shooter\(s\] ) but they see another plain - clothed person with a gun and make a snap decision .	they	the shooter\(s\	('they', 'see', 'the shooter\\(s\\')	see	see	see.01	1.0	Yes, armed citizens can pull their guns out and fire at the perceived shooter ... and then possibly at each other, because they didn't see the shooter\(s\) but they see another plain-clothed person with a gun and make a snap decision.
